pass@1,step,seed,run_id
0.017578125,4,9999,hi1k0yi7
0.046875,6202,9999,hi1k0yi7
0.0625,12400,9999,hi1k0yi7
0.126953125,18599,9999,hi1k0yi7
0.125,24797,9999,hi1k0yi7
0.177734375,30996,9999,hi1k0yi7
0.193359375,37194,9999,hi1k0yi7
0.2109375,43392,9999,hi1k0yi7
0.21875,49591,9999,hi1k0yi7
0.30078125,55789,9999,hi1k0yi7
0.2734375,61988,9999,hi1k0yi7
0.31640625,68186,9999,hi1k0yi7
0.171875,74384,9999,hi1k0yi7
0.29296875,80583,9999,hi1k0yi7
0.22265625,86781,9999,hi1k0yi7
0.3046875,92980,9999,hi1k0yi7
0.298828125,99178,9999,hi1k0yi7
0.3984375,105376,9999,hi1k0yi7
0.39453125,111575,9999,hi1k0yi7
0.431640625,117773,9999,hi1k0yi7
0.27734375,123972,9999,hi1k0yi7
0.287109375,130170,9999,hi1k0yi7
0.34765625,136368,9999,hi1k0yi7
0.255859375,142567,9999,hi1k0yi7
0.3359375,148765,9999,hi1k0yi7
0.025390625,4,1337,wv0j64i9
0.03125,6202,1337,wv0j64i9
0.048828125,12400,1337,wv0j64i9
0.103515625,18599,1337,wv0j64i9
0.12890625,24797,1337,wv0j64i9
0.134765625,30996,1337,wv0j64i9
0.14453125,37194,1337,wv0j64i9
0.162109375,43392,1337,wv0j64i9
0.1875,49591,1337,wv0j64i9
0.296875,55789,1337,wv0j64i9
0.220703125,61988,1337,wv0j64i9
0.3046875,68186,1337,wv0j64i9
0.193359375,74384,1337,wv0j64i9
0.283203125,80583,1337,wv0j64i9
0.205078125,86781,1337,wv0j64i9
0.30859375,92980,1337,wv0j64i9
0.330078125,99178,1337,wv0j64i9
0.396484375,105376,1337,wv0j64i9
0.419921875,111575,1337,wv0j64i9
0.40625,117773,1337,wv0j64i9
0.33203125,123972,1337,wv0j64i9
0.29296875,130170,1337,wv0j64i9
0.388671875,136368,1337,wv0j64i9
0.310546875,142567,1337,wv0j64i9
0.34765625,148765,1337,wv0j64i9
0.01171875,4,2024,z1434smi
0.056640625,6202,2024,z1434smi
0.044921875,12400,2024,z1434smi
0.123046875,18599,2024,z1434smi
0.140625,24797,2024,z1434smi
0.16796875,30996,2024,z1434smi
0.177734375,37194,2024,z1434smi
0.208984375,43392,2024,z1434smi
0.208984375,49591,2024,z1434smi
0.2734375,55789,2024,z1434smi
0.2578125,61988,2024,z1434smi
0.302734375,68186,2024,z1434smi
0.173828125,74384,2024,z1434smi
0.265625,80583,2024,z1434smi
0.212890625,86781,2024,z1434smi
0.3203125,92980,2024,z1434smi
0.296875,99178,2024,z1434smi
0.3828125,105376,2024,z1434smi
0.42578125,111575,2024,z1434smi
0.359375,117773,2024,z1434smi
0.287109375,123972,2024,z1434smi
0.287109375,130170,2024,z1434smi
0.330078125,136368,2024,z1434smi
0.267578125,142567,2024,z1434smi
0.328125,148765,2024,z1434smi
