pass@1,step,seed,run_id
0.029296875,3,2024,9y9cicwa
0.037109375,395,2024,9y9cicwa
0.02734375,787,2024,9y9cicwa
0.02734375,1179,2024,9y9cicwa
0.037109375,1571,2024,9y9cicwa
0.03515625,1963,2024,9y9cicwa
0.03515625,2355,2024,9y9cicwa
0.029296875,2747,2024,9y9cicwa
0.029296875,3139,2024,9y9cicwa
0.05859375,3531,2024,9y9cicwa
0.041015625,3923,2024,9y9cicwa
0.0703125,4315,2024,9y9cicwa
0.095703125,4707,2024,9y9cicwa
0.15625,5099,2024,9y9cicwa
0.125,5491,2024,9y9cicwa
0.18359375,5883,2024,9y9cicwa
0.130859375,6275,2024,9y9cicwa
0.248046875,6667,2024,9y9cicwa
0.25,7059,2024,9y9cicwa
0.306640625,7451,2024,9y9cicwa
0.259765625,7843,2024,9y9cicwa
0.251953125,8235,2024,9y9cicwa
0.26953125,8627,2024,9y9cicwa
0.208984375,9019,2024,9y9cicwa
0.294921875,9411,2024,9y9cicwa
0.376953125,9803,2024,9y9cicwa
0.447265625,10195,2024,9y9cicwa
0.33203125,10587,2024,9y9cicwa
0.35546875,10979,2024,9y9cicwa
0.267578125,11371,2024,9y9cicwa
0.328125,11763,2024,9y9cicwa
0.35546875,12155,2024,9y9cicwa
0.275390625,12547,2024,9y9cicwa
0.23828125,12939,2024,9y9cicwa
0.2578125,13331,2024,9y9cicwa
0.287109375,13723,2024,9y9cicwa
0.349609375,14115,2024,9y9cicwa
0.365234375,14507,2024,9y9cicwa
0.31640625,14899,2024,9y9cicwa
0.306640625,15291,2024,9y9cicwa
0.2578125,15684,2024,9y9cicwa
0.361328125,16076,2024,9y9cicwa
0.33984375,16468,2024,9y9cicwa
0.5,16860,2024,9y9cicwa
0.373046875,17252,2024,9y9cicwa
0.30859375,17644,2024,9y9cicwa
0.384765625,18036,2024,9y9cicwa
0.42578125,18428,2024,9y9cicwa
0.44140625,18820,2024,9y9cicwa
0.234375,19212,2024,9y9cicwa
0.37109375,19604,2024,9y9cicwa
0.486328125,19996,2024,9y9cicwa
0.50390625,20388,2024,9y9cicwa
0.36328125,20780,2024,9y9cicwa
0.34375,21172,2024,9y9cicwa
0.361328125,21564,2024,9y9cicwa
0.37890625,21956,2024,9y9cicwa
0.474609375,22348,2024,9y9cicwa
