pass@1,step,seed,run_id
0.201171875,3,42,xavn52r7
0.197265625,779,42,xavn52r7
0.16796875,1555,42,xavn52r7
0.171875,2331,42,xavn52r7
0.23046875,3107,42,xavn52r7
0.240234375,3883,42,xavn52r7
0.228515625,4659,42,xavn52r7
0.302734375,5435,42,xavn52r7
0.265625,6211,42,xavn52r7
0.240234375,6987,42,xavn52r7
0.197265625,7763,42,xavn52r7
0.416015625,8539,42,xavn52r7
0.41015625,9315,42,xavn52r7
0.43359375,10091,42,xavn52r7
0.40625,10867,42,xavn52r7
0.556640625,11643,42,xavn52r7
0.52734375,12419,42,xavn52r7
0.599609375,13195,42,xavn52r7
0.681640625,13971,42,xavn52r7
0.63671875,14747,42,xavn52r7
0.505859375,15523,42,xavn52r7
0.544921875,16299,42,xavn52r7
0.52734375,17075,42,xavn52r7
0.419921875,17851,42,xavn52r7
0.57421875,18627,42,xavn52r7
0.6484375,19403,42,xavn52r7
0.71875,20179,42,xavn52r7
0.58203125,20955,42,xavn52r7
0.59375,21731,42,xavn52r7
0.498046875,22507,42,xavn52r7
0.55859375,23283,42,xavn52r7
0.568359375,24059,42,xavn52r7
0.578125,24835,42,xavn52r7
0.4375,25611,42,xavn52r7
0.5,26387,42,xavn52r7
0.458984375,27163,42,xavn52r7
0.46875,27939,42,xavn52r7
0.53125,28715,42,xavn52r7
0.46484375,29491,42,xavn52r7
0.66015625,30267,42,xavn52r7
0.447265625,31044,42,xavn52r7
0.57421875,31820,42,xavn52r7
0.685546875,32596,42,xavn52r7
0.80859375,33372,42,xavn52r7
0.607421875,34148,42,xavn52r7
0.505859375,34924,42,xavn52r7
0.654296875,35700,42,xavn52r7
0.677734375,36476,42,xavn52r7
0.814453125,37252,42,xavn52r7
0.517578125,38028,42,xavn52r7
0.6953125,38804,42,xavn52r7
0.671875,39580,42,xavn52r7
0.759765625,40356,42,xavn52r7
0.6796875,41132,42,xavn52r7
0.62890625,41908,42,xavn52r7
0.662109375,42684,42,xavn52r7
0.755859375,43460,42,xavn52r7
0.7734375,44236,42,xavn52r7
0.68359375,45012,42,xavn52r7
0.6171875,45788,42,xavn52r7
0.54296875,46564,42,xavn52r7
0.705078125,47340,42,xavn52r7
0.68359375,48116,42,xavn52r7
0.767578125,48892,42,xavn52r7
0.6015625,49668,42,xavn52r7
0.650390625,50444,42,xavn52r7
0.75,51220,42,xavn52r7
0.705078125,51996,42,xavn52r7
0.759765625,52772,42,xavn52r7
0.677734375,53548,42,xavn52r7
0.693359375,54324,42,xavn52r7
0.56640625,55100,42,xavn52r7
0.61328125,55876,42,xavn52r7
0.69921875,56652,42,xavn52r7
0.6796875,57428,42,xavn52r7
0.712890625,58204,42,xavn52r7
0.57421875,58980,42,xavn52r7
0.6796875,59756,42,xavn52r7
0.845703125,60532,42,xavn52r7
0.626953125,61308,42,xavn52r7
0.703125,62085,42,xavn52r7
0.75390625,62861,42,xavn52r7
0.63671875,63637,42,xavn52r7
0.828125,64413,42,xavn52r7
0.728515625,65189,42,xavn52r7
0.6640625,65965,42,xavn52r7
0.7734375,66741,42,xavn52r7
0.642578125,67517,42,xavn52r7
0.65625,68293,42,xavn52r7
0.71484375,69069,42,xavn52r7
0.552734375,69845,42,xavn52r7
0.814453125,70621,42,xavn52r7
0.650390625,71397,42,xavn52r7
0.748046875,72173,42,xavn52r7
0.693359375,72949,42,xavn52r7
0.666015625,73725,42,xavn52r7
0.705078125,74501,42,xavn52r7
0.697265625,75277,42,xavn52r7
0.763671875,76053,42,xavn52r7
0.767578125,76829,42,xavn52r7
0.61328125,77605,42,xavn52r7
0.794921875,78381,42,xavn52r7
0.61328125,79157,42,xavn52r7
0.666015625,79933,42,xavn52r7
0.79296875,80709,42,xavn52r7
0.580078125,81485,42,xavn52r7
0.61328125,82261,42,xavn52r7
0.640625,83037,42,xavn52r7
0.7421875,83813,42,xavn52r7
0.69921875,84589,42,xavn52r7
0.603515625,85365,42,xavn52r7
0.595703125,86141,42,xavn52r7
0.67578125,86917,42,xavn52r7
0.646484375,87693,42,xavn52r7
0.673828125,88469,42,xavn52r7
0.650390625,89245,42,xavn52r7
0.734375,90021,42,xavn52r7
0.55078125,90797,42,xavn52r7
0.6875,91573,42,xavn52r7
0.681640625,92349,42,xavn52r7
0.673828125,93126,42,xavn52r7
0.673828125,93902,42,xavn52r7
0.7578125,94678,42,xavn52r7
0.75,95454,42,xavn52r7
0.638671875,96230,42,xavn52r7
0.697265625,97006,42,xavn52r7
0.671875,97782,42,xavn52r7
0.69140625,98558,42,xavn52r7
0.607421875,99334,42,xavn52r7
0.654296875,100110,42,xavn52r7
0.68359375,100886,42,xavn52r7
0.765625,101662,42,xavn52r7
0.798828125,102438,42,xavn52r7
0.6796875,103214,42,xavn52r7
0.68359375,103990,42,xavn52r7
0.703125,104766,42,xavn52r7
0.767578125,105542,42,xavn52r7
0.75390625,106318,42,xavn52r7
0.669921875,107094,42,xavn52r7
0.703125,107870,42,xavn52r7
0.712890625,108646,42,xavn52r7
0.65625,109422,42,xavn52r7
0.775390625,110198,42,xavn52r7
0.57421875,110974,42,xavn52r7
0.7109375,111750,42,xavn52r7
0.837890625,112526,42,xavn52r7
0.86328125,113302,42,xavn52r7
0.61328125,114078,42,xavn52r7
0.7421875,114854,42,xavn52r7
0.703125,115630,42,xavn52r7
